cell_id,lon_min,lon_max,lat_min,lat_max,center_lon,center_lat,active_bbox_intersections,lapsed_bbox_intersections,lapsed_ids,lapsed_owners,mdi_count,uranium_mdi_count,gold_mdi_count,ree_thorium_mdi_count,base_metal_mdi_count,mdi_names,drillhole_count,rock_sample_count,nearest_anchor,nearest_anchor_km,score,status_note
PLC-119,-108.6,-108.5,57.6,57.65,-108.55,57.625,6,0,,,0,0,0,0,0,,2,0,Spitfire,37.7,-51.21,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-150,-108.5,-108.45,57.7,57.75,-108.475,57.725,3,0,,,0,0,0,0,0,,2,0,Spitfire,41.5,-51.21,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-257,-109.8,-109.7,58.1,58.15,-109.75,58.125,8,0,,,0,0,0,0,0,,2,0,Smart Lake,35.3,-51.21,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-024,-109.1,-109,57.3,57.35,-109.05,57.325,6,0,,,0,0,0,0,0,,0,7,Triple R,39.7,-52,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-045,-108.5,-108.45,57.35,57.4,-108.475,57.375,2,1,MC00014561,CAT Strategic Metals Corporation: 100.000%,0,0,0,0,0,,0,0,Spitfire,54.6,-52,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-224,-108.6,-108.5,57.95,58,-108.55,57.975,5,1,MC00018650,Jameila Grace Hope: 100.000%,0,0,0,0,0,,0,0,Spitfire,48.3,-52,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-249,-109.1,-109,58.05,58.1,-109.05,58.075,3,1,MC00018575,CANALASKA URANIUM LTD.: 100.000%,0,0,0,0,0,,0,0,JR Zone,39.1,-52,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-179,-108.6,-108.5,57.8,57.85,-108.55,57.825,4,0,,,0,0,0,0,0,,1,1,Spitfire,39.6,-52.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-033,-109.7,-109.6,57.35,57.4,-109.65,57.375,13,0,,,0,0,0,0,0,,0,0,Triple R,34.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-035,-109.5,-109.4,57.35,57.4,-109.45,57.375,13,0,,,0,0,0,0,0,,0,0,Triple R,30,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-036,-109.4,-109.3,57.35,57.4,-109.35,57.375,7,0,,,0,0,0,0,0,,0,0,Triple R,29.5,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-038,-109.2,-109.1,57.35,57.4,-109.15,57.375,7,0,,,0,0,0,0,0,,0,0,Triple R,32.1,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-039,-109.1,-109,57.35,57.4,-109.05,57.375,8,0,,,0,0,0,0,0,,0,0,Triple R,34.9,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-047,-109.8,-109.7,57.4,57.45,-109.75,57.425,6,0,,,0,0,0,0,0,,0,0,Triple R,33.3,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-049,-109.6,-109.5,57.4,57.45,-109.55,57.425,6,0,,,0,0,0,0,0,,0,0,Triple R,26.4,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-050,-109.5,-109.4,57.4,57.45,-109.45,57.425,8,0,,,0,0,0,0,0,,0,0,Triple R,24.5,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-051,-109.4,-109.3,57.4,57.45,-109.35,57.425,7,0,,,0,0,0,0,0,,0,0,Triple R,23.9,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-053,-109.2,-109.1,57.4,57.45,-109.15,57.425,4,0,,,0,0,0,0,0,,0,0,Triple R,27.1,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-054,-109.1,-109,57.4,57.45,-109.05,57.425,7,0,,,0,0,0,0,0,,0,0,Arrow,30,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-062,-109.8,-109.7,57.45,57.5,-109.75,57.475,6,0,,,0,0,0,0,0,,0,0,Triple R,29.6,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-063,-109.7,-109.6,57.45,57.5,-109.65,57.475,4,0,,,0,0,0,0,0,,0,0,Triple R,25.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-064,-109.6,-109.5,57.45,57.5,-109.55,57.475,6,0,,,0,0,0,0,0,,0,0,Triple R,21.5,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-068,-109.2,-109.1,57.45,57.5,-109.15,57.475,5,0,,,0,0,0,0,0,,0,0,Triple R,22.3,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-071,-108.9,-108.8,57.45,57.5,-108.85,57.475,4,0,,,0,0,0,0,0,,0,0,Spitfire,31,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-076,-109.9,-109.8,57.5,57.55,-109.85,57.525,3,0,,,0,0,0,0,0,,0,0,Triple R,31.8,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-077,-109.8,-109.7,57.5,57.55,-109.75,57.525,4,0,,,0,0,0,0,0,,0,0,Triple R,26.5,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-086,-108.9,-108.8,57.5,57.55,-108.85,57.525,8,0,,,0,0,0,0,0,,0,0,Spitfire,26.8,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-087,-108.8,-108.7,57.5,57.55,-108.75,57.525,5,0,,,0,0,0,0,0,,0,0,Spitfire,31.3,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-091,-109.9,-109.8,57.55,57.6,-109.85,57.575,7,0,,,0,0,0,0,0,,0,0,Smart Lake,27.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-092,-109.8,-109.7,57.55,57.6,-109.75,57.575,7,0,,,0,0,0,0,0,,0,0,Triple R,24.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-148,-108.7,-108.6,57.7,57.75,-108.65,57.725,6,0,,,0,0,0,0,0,,0,0,Spitfire,31.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-163,-108.7,-108.6,57.75,57.8,-108.65,57.775,7,0,,,0,0,0,0,0,,0,0,Spitfire,32.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-177,-108.8,-108.7,57.8,57.85,-108.75,57.825,12,0,,,0,0,0,0,0,,0,0,Spitfire,28.9,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-188,-109.2,-109.1,57.85,57.9,-109.15,57.875,3,0,,,0,0,0,0,0,,0,0,Spitfire,20.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-189,-109.1,-109,57.85,57.9,-109.05,57.875,3,0,,,0,0,0,0,0,,0,0,Spitfire,21.4,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-190,-109,-108.9,57.85,57.9,-108.95,57.875,14,0,,,0,0,0,0,0,,0,0,Spitfire,24,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-194,-108.6,-108.5,57.85,57.9,-108.55,57.875,8,0,,,0,0,0,0,0,,0,3,Spitfire,42,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-203,-109.2,-109.1,57.9,57.95,-109.15,57.925,2,0,,,0,0,0,0,0,,0,0,JR Zone,24.5,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-204,-109.1,-109,57.9,57.95,-109.05,57.925,2,0,,,0,0,0,0,0,,0,0,Spitfire,26.7,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-217,-109.3,-109.2,57.95,58,-109.25,57.975,4,0,,,0,0,0,0,0,,0,0,JR Zone,22.9,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-218,-109.2,-109.1,57.95,58,-109.15,57.975,2,0,,,0,0,0,0,0,,0,0,JR Zone,27.4,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-219,-109.1,-109,57.95,58,-109.05,57.975,2,0,,,0,0,0,0,0,,0,0,Spitfire,32.1,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-220,-109,-108.9,57.95,58,-108.95,57.975,6,0,,,0,0,0,0,0,,0,0,Spitfire,33.9,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-226,-109.9,-109.8,58,58.05,-109.85,58.025,4,0,,,0,0,0,0,0,,0,0,Smart Lake,23.2,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-230,-109.5,-109.4,58,58.05,-109.45,58.025,6,0,,,0,0,0,0,0,,0,0,JR Zone,22.1,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-232,-109.3,-109.2,58,58.05,-109.25,58.025,5,0,,,0,0,0,0,0,,0,0,JR Zone,27.1,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-233,-109.2,-109.1,58,58.05,-109.15,58.025,3,0,,,0,0,0,0,0,,0,0,JR Zone,31,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-243,-109.7,-109.6,58.05,58.1,-109.65,58.075,5,0,,,0,0,0,0,0,,0,0,JR Zone,28.3,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-244,-109.6,-109.5,58.05,58.1,-109.55,58.075,6,0,,,0,0,0,0,0,,0,0,JR Zone,27.3,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-258,-109.7,-109.6,58.1,58.15,-109.65,58.125,4,0,,,0,0,0,0,0,,0,0,JR Zone,33.7,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-260,-109.5,-109.4,58.1,58.15,-109.45,58.125,5,0,,,0,0,0,0,0,,0,0,JR Zone,33.1,-54,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-006,-109.4,-109.3,57.25,57.3,-109.35,57.275,5,0,,,0,0,0,0,0,,1,0,Triple R,40.6,-54.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-018,-109.7,-109.6,57.3,57.35,-109.65,57.325,9,0,,,0,0,0,0,0,,1,0,Triple R,39.1,-54.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-019,-109.6,-109.5,57.3,57.35,-109.55,57.325,5,0,,,0,0,0,0,0,,1,0,Triple R,36.8,-54.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-023,-109.2,-109.1,57.3,57.35,-109.15,57.325,6,0,,,0,0,0,0,0,,1,0,Triple R,37.3,-54.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-120,-108.5,-108.45,57.6,57.65,-108.475,57.625,3,0,,,0,0,0,0,0,,1,0,Spitfire,42.1,-54.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-134,-108.6,-108.5,57.65,57.7,-108.55,57.675,5,0,,,0,0,0,0,0,,1,0,Spitfire,37,-54.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-252,-108.8,-108.7,58.05,58.1,-108.75,58.075,7,0,,,0,0,0,0,0,,1,0,Spitfire,49.2,-54.45,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-149,-108.6,-108.5,57.7,57.75,-108.55,57.725,6,0,,,0,0,0,0,0,,0,2,Spitfire,37.1,-56,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-193,-108.7,-108.6,57.85,57.9,-108.65,57.875,13,0,,,0,0,0,0,0,,0,1,Spitfire,36.9,-58,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-210,-108.5,-108.45,57.9,57.95,-108.475,57.925,4,0,,,0,0,0,0,0,,0,1,Spitfire,48.6,-58,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-002,-109.8,-109.7,57.25,57.3,-109.75,57.275,2,0,,,0,0,0,0,0,,0,0,Triple R,46.8,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-003,-109.7,-109.6,57.25,57.3,-109.65,57.275,5,0,,,0,0,0,0,0,,0,0,Triple R,44.1,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-004,-109.6,-109.5,57.25,57.3,-109.55,57.275,2,0,,,0,0,0,0,0,,0,0,Triple R,42.1,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-005,-109.5,-109.4,57.25,57.3,-109.45,57.275,3,0,,,0,0,0,0,0,,0,0,Triple R,41,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-007,-109.3,-109.2,57.25,57.3,-109.25,57.275,8,0,,,0,0,0,0,0,,0,0,Triple R,41.2,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-008,-109.2,-109.1,57.25,57.3,-109.15,57.275,7,0,,,0,0,0,0,0,,0,0,Triple R,42.5,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-009,-109.1,-109,57.25,57.3,-109.05,57.275,5,0,,,0,0,0,0,0,,0,0,Triple R,44.7,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-017,-109.8,-109.7,57.3,57.35,-109.75,57.325,3,0,,,0,0,0,0,0,,0,0,Triple R,42,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-020,-109.5,-109.4,57.3,57.35,-109.45,57.325,9,0,,,0,0,0,0,0,,0,0,Triple R,35.5,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-021,-109.4,-109.3,57.3,57.35,-109.35,57.325,8,0,,,0,0,0,0,0,,0,0,Triple R,35.1,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-022,-109.3,-109.2,57.3,57.35,-109.25,57.325,11,0,,,0,0,0,0,0,,0,0,Triple R,35.7,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-025,-109,-108.9,57.3,57.35,-108.95,57.325,2,0,,,0,0,0,0,0,,0,0,Arrow,42.6,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-032,-109.8,-109.7,57.35,57.4,-109.75,57.375,5,0,,,0,0,0,0,0,,0,0,Triple R,37.5,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-040,-109,-108.9,57.35,57.4,-108.95,57.375,4,0,,,0,0,0,0,0,,0,0,Arrow,37.7,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-046,-109.9,-109.8,57.4,57.45,-109.85,57.425,5,0,,,0,0,0,0,0,,0,0,Triple R,37.7,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-060,-108.5,-108.45,57.4,57.45,-108.475,57.425,3,0,,,0,0,0,0,0,,0,0,Spitfire,51.2,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-073,-108.7,-108.6,57.45,57.5,-108.65,57.475,8,0,,,0,0,0,0,0,,0,0,Spitfire,39.5,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-075,-108.5,-108.45,57.45,57.5,-108.475,57.475,4,0,,,0,0,0,0,0,,0,0,Spitfire,48.1,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-135,-108.5,-108.45,57.65,57.7,-108.475,57.675,2,0,,,0,0,0,0,0,,0,0,Spitfire,41.4,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-164,-108.6,-108.5,57.75,57.8,-108.55,57.775,5,0,,,0,0,0,0,0,,0,0,Spitfire,38,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-165,-108.5,-108.45,57.75,57.8,-108.475,57.775,1,0,,,0,0,0,0,0,,0,0,Spitfire,42.3,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-180,-108.5,-108.45,57.8,57.85,-108.475,57.825,2,0,,,0,0,0,0,0,,0,0,Spitfire,43.8,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-195,-108.5,-108.45,57.85,57.9,-108.475,57.875,3,0,,,0,0,0,0,0,,0,0,Spitfire,45.9,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-207,-108.8,-108.7,57.9,57.95,-108.75,57.925,11,0,,,0,0,0,0,0,,0,0,Spitfire,35.8,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-208,-108.7,-108.6,57.9,57.95,-108.65,57.925,5,0,,,0,0,0,0,0,,0,0,Spitfire,40.2,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-209,-108.6,-108.5,57.9,57.95,-108.55,57.925,7,0,,,0,0,0,0,0,,0,0,Spitfire,44.9,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-221,-108.9,-108.8,57.95,58,-108.85,57.975,7,0,,,0,0,0,0,0,,0,0,Spitfire,36.6,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-223,-108.7,-108.6,57.95,58,-108.65,57.975,5,0,,,0,0,0,0,0,,0,0,Spitfire,43.9,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-235,-109,-108.9,58,58.05,-108.95,58.025,4,0,,,0,0,0,0,0,,0,0,Spitfire,39.1,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-236,-108.9,-108.8,58,58.05,-108.85,58.025,9,0,,,0,0,0,0,0,,0,0,Spitfire,41.4,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-237,-108.8,-108.7,58,58.05,-108.75,58.025,5,0,,,0,0,0,0,0,,0,0,Spitfire,44.5,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-238,-108.7,-108.6,58,58.05,-108.65,58.025,4,0,,,0,0,0,0,0,,0,0,Spitfire,48,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-250,-109,-108.9,58.05,58.1,-108.95,58.075,3,0,,,0,0,0,0,0,,0,0,JR Zone,43.5,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-251,-108.9,-108.8,58.05,58.1,-108.85,58.075,7,0,,,0,0,0,0,0,,0,0,Spitfire,46.4,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-253,-108.7,-108.6,58.05,58.1,-108.65,58.075,3,0,,,0,0,0,0,0,,0,0,Spitfire,52.4,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-265,-109,-108.9,58.1,58.15,-108.95,58.125,4,0,,,0,0,0,0,0,,0,0,JR Zone,47.2,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-266,-108.9,-108.8,58.1,58.15,-108.85,58.125,4,0,,,0,0,0,0,0,,0,0,JR Zone,51.5,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-267,-108.8,-108.7,58.1,58.15,-108.75,58.125,4,0,,,0,0,0,0,0,,0,0,Spitfire,54,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."
PLC-268,-108.7,-108.6,58.1,58.15,-108.65,58.125,4,0,,,0,0,0,0,0,,0,0,Spitfire,57,-60,"Intersects active disposition bbox; only boundary slivers may be open, if any."